name,artistID,weight
Neon,9503,88
Shawn Lee & Clutchy Hopkins,8203,88
Tim McGraw and Gwyneth Paltrow,8746,88
Bedford,4764,88
Lyapis Trubetskoy,10708,88
Rose Funeral,1567,88
burbiturnый,16201,88
Mock Orange,16135,88
Francisco Tárrega,11671,88
Brighter Death Now,6974,87
Gare du Nord,8204,87
Dj Flex ( Nigga ) Ft. Belinda,17837,87
Propellerheads,8671,87
The Diane Rehm Show,16511,87
Emad Sayyah,9559,87
Ray Smith,14493,87
Bogamber,6494,87
Kish Mauve,8143,87
Sean McCann,5870,87
Сергей Шнуров,3055,87
Sundial,5344,87
Electrosoul System,18723,87
Tin Machine,8057,87
Terror 2000,8257,87
Pansy Division,12073,87
Solanaceae,10011,87
Jean-Jacques Perrey,5352,87
Hassan Erraji,17368,87
Jokke & Valentinerne,18657,87
The Handsome Charlies,14457,87
Hatred Surge,13627,87
fIREHOSE,12063,86
Hott 22,5187,86
Sourire Kabyle,8770,86
Spectra Paris,9504,86
Judas Iscariot,16202,86
Virginia Jetzt!,10181,86
Lucy and The Popsonics,14454,86
Mary J Blige,12968,86
DJ Whoo Kid & Tony Yayo,6625,86
Lara & Reyes,11672,86
Snaga & Pillath,17550,86
Title Fight,13233,86
Loaded,17925,86
mujuice + dzhem,17439,86
HANSA ROSTOCK,9985,86
We Have Band,10720,86
Ascaron Entertainment,11641,86
Don Rimini,6049,86
Rosetta,11625,86
Final Breath,8260,86
Halifax Pier,18333,86
Lizzy Mercier Descloux,13177,86
Chava Flores,7856,86
DJ OZMA,5096,86
Ukurralle,12526,86
Valentin,12107,86
MP Band/ Tear Down The Lies!,10112,86
Kris Delmhorst,15042,86
Soapkills,17369,86
Aless,129,86
Decoded Feedback,4877,86
Ikuko Kawai,7872,86
Tehosekoitin,3922,86
U2 and Green Day,9856,86
Gehenna,13676,86
Amusement Parks on Fire,7379,86
Liquid Mind,15043,86
"Demi Lovato, Alyson Stoner, Anna Maria Perez de Taglé & Char Ligera",10779,86
DQ,9029,85
Juggaknots,18072,85
Weedeater,11163,85
T. Raumschmiere,7520,85
Arthur Verocai,16337,85
Headplate,5013,85
Philippe Lamy,130,85
Dakota Fanning,15328,85
Luisana Lopilato,4924,85
Ms. Jade,12379,85
Leonard Bernstein & New York Philharmonic,16131,85
Pontiak,11290,85
Labradford,6169,85
GRUPO 05,7863,85
Los Angeles Guitar Quartet,11673,85
micromatics,16203,85
Bonde da Stronda e DH (CINE),9180,85
MC Gi,18259,85
Teengirl Fantasy,8704,85
City Rain,16741,85
İsmet Özel,18675,85
S-Range,5504,85
Jens Gad,18058,85
Chicane,6177,85
Filosofia Reggae,6474,85
Don McLean,15481,85
Wayne Jarrett,3165,85
Nova,12869,85
Xutos & Pontapés,5120,85
Jello Biafra,14120,85
Umaturman,1798,84
Fredrik Thordendal’s Special Defects,14059,84
Flowjob,5506,84
Coleman Hawkins,11674,84
Mad'House,9030,84
Валерия,8001,84
Andromeda,4681,84
Akira Senju/Akira Senju,6080,84
D'black,3385,84
Sun Control Species,5505,84
LTJ Bukem,15694,84
hedi habouba,17370,84
Albert Castiglia,12644,84
The Ghastly Ones,9965,84
Gail Ann Dorsey,8058,84
Kiwa,5345,84
Pulsaris,15437,84
Sieben,6662,84
Laurent Wolf,10709,84
Course of Nature,15979,84
Xanopticon,2692,84
Socially Retarded,13628,84
Discovery,15171,84
Part Timer,131,84
Natalie Grant,14039,84
Olafur Arnalds,1722,84
Nostalgia 77,18724,84
Siria,14040,84
Lester Flatt & Earl Scruggs,9560,84
AL Hammer,9790,84
Suspiria,13348,83
Dahmane El Harrachi,17371,83
Eldad  Lidor,13305,83
Kardinal Offishall,9847,83
Pussycat,12669,83
UV Pop,15607,83
Nocturnal Depression,8530,83
Bishop Morocco,15653,83
The Title,6609,83
Moonbeam feat. Avis Vox,10710,83
Czerwone Gitary,7936,83
Haus Arafna,6975,83
Morten Harket/Earth Affair,6934,83
Guy,16512,83
Ace Ventura,5507,83
Urban Symphony,9031,83
Abhaya & the Steam Injuns,17994,83
Sajid Raza Qadri,17125,83
Juzzie Smith,16651,83
Helena Bonham Carter,5814,83
T9,11832,83
Stevens,14054,83
Broken Fabiola,16354,83
Lauki,133,83
Leões de Israel,6475,83
Hank Mobley,11675,83
Dark Lunacy,12284,83
Coph Nia,3512,83
The Jayhawks,10199,83
The Oak Ridge Boys,11770,83
Venus Verse,17140,83
Sabbat,5219,83
Mehmet Atlı,18676,83
Melinda Doolittle,15238,83
Blessure Grave,13630,83
Glen Hansard,17736,82
Frank White und Godsilla,17551,82
Baaziz,11140,82
Take It Back!,8731,82
Tavis Smiley on PBS,16513,82
DJ Sammy & Yanou,14041,82
Xibalba,7923,82
Easyworld,14458,82
The New Amsterdams,13524,82
Asher Book,5269,82
Lena Chamamyan,18677,82
The Holy Ghost Tent Revival,14619,82
Trancendental Anarchists,9561,82
Joseph Vincent,10601,82
Alexander Rudin,11503,82
Cake Bake Betty,15379,82
Hetero Skeleton,5872,82
Shadowplay,4142,82
Hadiqa Kiani,17126,82
kirov orchestra,6976,82
Nils Frahm,15754,82
Last Winter,8876,82
ブルー・エンジェル,16288,82
Scorpions & Berliner Philharmoniker,13554,82
Grey Waters,16645,82
THEreminGIRL,18232,82
1000names,5873,82
Rockabilly Rebs,16287,82
Battle Of Wolf 359,13631,82
Chris Wollard & The Ship Thieves,15438,82
Shapeshifters,5188,82
Lisa Scott-Lee,11720,82
Yasuharu Takanashi,9940,82
Angela McCluskey,18231,82
Pitbulls In The Nursery,10098,81
Ivena,16535,81
Tantric,4368,81
Julia Gama,5761,81
ステレオポニー,10241,81
A Smile from the Trenches,15329,81
M8L8TH,13874,81
The O.C. Mix 6: Covering Our Tracks,16777,81
Sultan Selim III,17128,81
Digga,10602,81
César Menotti e Fabiano,14643,81
Romanticas en español,12578,81
John Leyton,10114,81
Saltillo,4117,81
Kids of 88,16671,81
Алина Сиппс,8626,81
Sound,5022,81
Stereoside,15980,81
El Sueño de Morfeo,12924,81
Joe Colombo,12645,81
Nusrat Fateh Ali Khan & Party,17127,81
The Pet Shop Boys,18599,81
Maria Cecília e Rodolfo AO VIVO,7087,81
Naevus,6663,81
Tony Bennett,13013,81
Simon Beckett,9205,81
Ragheb Alama,12138,81
Last Step,2694,81
Özlem Tekin,15967,81
Juno Reactor vs. Don Davis,15071,81
Don Griffin,12646,81
Marco Mengoni,5983,81
Averi,3759,80
Ali Farka Touré and Ry Cooder,17130,80
Paniс At The Disco,10986,80
Morgenstern,6977,80
Monopoly Child Star Searchers,5875,80
Clouds,11990,80
Vendetta Red,15439,80
Prince and the New Power Generation,8989,80
Ali Ufki,17131,80
Ataxia,11504,80
Armageddon Dildos,11195,80
Minny Pops,10115,80
Altera Forma,11196,80
Stuart Newman,17613,80
King Khan & The Shrines,17506,80
Trio Virgulino,6476,80
Haji & Emanuel,5189,80
Lacerated Tissue,5220,80
Raison d'ętre,6978,80
Avi Buffalo,8483,80
Nightmare,2623,80
Игра Слов,4689,80
Circuito Reggae 12,6477,80
Chá de Abu,17737,80
Serkan Süleymaniye,17132,80
Любэ,13154,80
Gösta Berlings Saga,10835,80
Noor,17129,80
Goodie Mob,18073,80
Babak,8787,79
Pedra,9675,79
James Ausfahrt,17141,79
The Samples,9335,79
Pretty Maids,10475,79
Djezma,10909,79
Timbersound,6744,79
Buraka Som Sistema,15848,79
Shane Dawson,1871,79
北出菜奈,17713,79
lemonchill,5508,79
"Peter, Paul & Mary",12623,79
Cheb Khaled feat. Cheba Zahouania,11141,79
Infadels,17142,79
Belay My Last,1570,79
The Makes Nice,8484,79
Straight Line Stitch,1569,79
Sad King,17738,79
Fuck...I'm Dead,13875,79
Halifax,15321,79
Dj.M,13954,79
Zaza Fournier,7350,79
Pimsleur,4623,79
Honey,14898,79
50 Cent Ft. Justin Ft. Timbaland,16118,79
Claudio Monteverdi,10889,79
AnnaSophia Robb,11937,79
Tom Cochrane & Red Rider,13014,79
Habib Koité,17133,79
Aldo Nova,17992,79
Lady Gaga feat Beyoncé,10319,79
Tepr,6050,79
The Motels,13178,79
Don Carlos,3166,79
Josh Burke,5878,78
Vanessa S.,916,78
Abominable Putridity,3819,78
Hilt,12506,78
YPEY,18059,78
Jacob Miller,3167,78
Brain Forest Rytual,6496,78
Kjartan Sveinsson,11716,78
Mystical Sun,11532,78
Talpa,5349,78
XIV Dark Centuries,12285,78
Nekta,8205,78
Freedom Call,4322,78
Нюша,1577,78
Tó Brandileone,11324,78
Makine,15968,78
The Heartbreakers,10444,78
Chris Brown - With You (Prod. by StarGate) (2007 Full) [www.RnB4U.dl.am],15471,78
Чиж,3839,78
Nadine,5531,78
Gorump Peyya,18260,78
عماد الشريف,17134,78
Spastic Ink,14002,78
Memorial Beach,2138,78
Peter Gun,5509,78
Teurgia,8330,78
Nigga Ft. Belinda,17838,78
Hirosima Girl,16204,78
Mar de Grises,4145,78
Pendulums,5877,78
Ákos,11721,78
Flica,1724,78
The Brothers Gutworm,15072,78
Sonny Landreth,12647,78
King Earthquake,3168,78
The Lucid Visions,4061,78
Arditi,6979,78
Melanie Madge,7702,78
Miika Kosola,16603,78
Vision Divine,4336,78
Nina Persson,14060,77
Wellwater Conspiracy,7909,77
Big Brotherz,134,77
Tasadi,10711,77
Eirik Hansen og Ove Randow,6936,77
Matt Zarley,15741,77
Voodoo Zombie,8070,77
Billy Lee Riley,14494,77
Михаил Пилявский,17440,77
Pixote,4467,77
Sammy Kershaw,11771,77
Eureka Seven,2017,77
Michael Cooper,16514,77
David Cross,11991,77
David Arnold,9562,77
OST Tension,10012,77
Neelix,5510,77
Mutiilation,8532,77
Man Meadow,9033,77
Sponge,14460,77
YeDish,6935,77
The Weeknd,5892,77
The Burglars,11164,77
Esben and the Witch,10383,77
Bulimia,12074,77
Lache,12097,77
cokiyu,135,77
João Carreiro & Capataz,15225,77
Turkish Military Band,17135,76
Milking The Goatmachine,11165,76
Position Parallèle,15609,76
Drum Theatre,6745,76
Tommy James & The Shondells,9424,76
Pietro Antonio Locatelli,16318,76
John O'Callaghan feat. Audrey Gallagher,11142,76
Samira Said,8024,76
Achillea,16355,76
Bülent Ortaçgil & Fikret Kızılok,14650,76
Jay Lumen,5511,76
Dax Riggs,7910,76
Juvelen,4388,76
Roxus,12151,76
Century,12150,76
Buhurizade Mustafa Itri Efendi,17136,76
No Halo,5190,76
Dean Wareham,10117,76
Six Magics,4146,76
The Wong Boys,6918,76
Opéra de nuit,15608,76
Murat Kekilli,10255,76
Newklam,14841,76
Verbose,136,76
ibrahim paşalı,18678,75
Bojan Gorisek,11400,75
Pallas,17409,75
Susan Sarandon,11447,75
Дядя Женя,8627,75
SKINNY JIM & THE WILDCATS,14495,75
Downstait,5944,75
Nicho Hinojosa,3072,75
Tommy Turbo and The Turbervilles,7739,75
Rockamovya,3170,75
Winterfylleth,13876,75
Daddy Cool,16652,75
A Vida Azul,8206,75
Abraham-Hicks,16592,75
Ray William Johnson,12527,75
Legowelt vs. Orgue Electronique,11533,75
Dinesh D'Souza,9564,75
Hielo Negro,9786,75
Dianogah,8633,75
VETO,4119,75
Warner Bros.,9563,75
詩月カオリ,10242,75
Missing Hours,10959,75
Heinrich Ignaz Franz von Biber,16319,75
Quella Mezza Sporca Dozzina,17410,74
John Paul Jones,7912,74
King Straggler,14462,74
No Knife,13527,74
Secrets of the Moon,1262,74
Thalles,12029,74
Uakti,13332,74
Mackenzie 1st,9664,74
"Marc Seales, composer. New Stories. Ernie Watts, saxophone.",2180,74
Shawn Lee,8207,74
Grand National,13153,74
Yaşar,14651,74
Chris Duarte & Bluestone co.,12649,74
John Peel Peelenium,18349,74
Ricky Van Shelton,11772,74
Алла Пугачёва,11147,74
Agent Orange,7938,74
Bénabar,12075,74
Karina,13766,74
The Author,4248,74
Foundation,4148,74
Anton Bruckner,14003,74
ЗЕМФИРА,5019,74
Moris Tepper,14461,74
Chris Norman,16139,74
Chester French,10943,74
S.O.M.A.,7378,74
Ocarina,10013,74
Human Blue,5512,74
Francesco Geminiani,16320,74
Empty Room,16604,74
Tom Novy,17293,73
Rebel Pride,12650,73
Sonne Hagal,6664,73
Hi-Voltage,14497,73
Der Blaue Reiter,6665,73
The Paddingtons,17619,73
Forest Swords,5882,73
Проверочная Линейка,8628,73
-123 min.,17957,73
Marc-Antoine Charpentier,16321,73
Os Seminovos,6639,73
IGO,9508,73
Boppin ´B,14496,73
GÜlay,10256,73
Psilodump,5351,73
I Wrote Haikus About Cannibalism in Your Yearbook,5881,73
D-MODE,12986,73
ciëlo,15695,73
Teodulija,18679,73
Frank Luntz,9565,73
Joey Negro,5194,73
Brian McBride,6167,73
Modern Day Zero,15981,73
Tracy Byrd,11773,72
Amycanbe,18424,72
Город 312,8003,72
$lick feat. Six-Fo,16119,72
The Union,10457,72
Omnimotion,11534,72
Doof,5513,72
Eldad Lidor,13306,72
Adam Ficek,8059,72
Breakout,7939,72
Bimbo Boy,9034,72
Count Dee's Hit Explosion,11564,72
Oxynucid,16365,72
Dousk,5514,72
Eliot Fisk,11677,72
Antony Raijekov,11143,72
Louis La Roche,4624,72
Arena,10476,72
Runaways,6537,72
Richard Skelton,139,72
Shakedown,5195,72
Banda Realize,6478,72
Lívia Moura,16606,72
Darude,8789,72
Morton Feldman,6168,71
Lester Young,11678,71
...And The Earth Swarmed With Them,17386,71
Scrubb,16672,71
"BOB, Hayley Williams and Eminem",16120,71
Kings of Tomorrow,5196,71
Fundo de Quintal,6479,71
Ricky Gervais,14472,71
Michael Franks,16515,71
Her Space Holiday,13539,71
Bad Lieutenant,9135,71
Rodrigo Amarante & Fernanda Takai,17739,71
Phineas & Ferb,12554,71
Mocca,11571,71
Beat Factory,6937,71
Longview,10118,71
Matryoshka,140,71
John Powell,11146,71
Solar-Wind,12870,71
Luka Bloom,16653,71
FC/Kahuna,15624,71
Lily Holbrook,12551,71
Esplendor Geométrico,17703,71
Soan,8060,71
TwentyInchBurial,12528,71
eau bouili et poison,15441,71
Nipshot,15440,71
Khann,11992,71
Emmylou Harris,4545,71
Юрий Шевчук,6272,71
Go,13015,71
Octavia Sperati,4150,71
The Noise Affinity,10160,70
"Tom Tykwer, Reinhold Heil & Johnny Klimek",15073,70
BallakÃ© Sissoko,11681,70
Suffocation,10099,70
Bob Wills & His Texas Playboys,16289,70
Florence + The Machine & Dizzee Rascal,7503,70
Myllena,15226,70
Servet Kocakaya,18680,70
Tony Allen,7557,70
Gary McKill,7471,70
Katherine,16121,70
Logan,15982,70
AaRON,8957,70
"50 Cent, Eminem, Ca$his & Lloyd Banks",6628,70
Ylid,142,70
Hate Forest,13877,70
Jayne Mansfield,8990,70
Hellyeah,14061,70
Marbury,6149,70
Bridget St. John,18350,70
Rhapsody,13555,70
Kazuhito Yamashita,11680,70
Lish,5516,70
Michael Jackson & Britney Spears,2178,70
Putrefaction Pestilence,5221,70
Twilight,6286,70
Endeverafter,9941,70
The Bottletop Band,2140,70
The Glove,3292,70
Sara Bareilles & Ingrid Michaelson,9546,70
"Fertig, Los!",6555,70
Andrew Hill,11679,70
Daisuke Miyatani,143,70
Maria Rita (Samba Meu 2008),6481,70
"Gina Rene, Gabriel Rene, Lindsay Lohan, Rachel McAdams, Lacey Chabert, & Amanda Seyfried",1594,69
Z Prochek,11198,69
Metropolitan Jazz Affair,16338,69
Chris Bell,10119,69
"Junichi Masuda, Go Inchinose",7267,69
Massari,10603,69
Glee Cast,5121,69
Dakota Suite,144,69
"Thierry ""Titi"" Robin",11144,69
Crystal Fighters,15654,69
İlkay Akkaya,18681,69
Fatali,5517,69
Matt Braunger and Matt Dwyer,17507,69
"Витек, Акустик, Джордан Саддам",8630,69
Mr Hudson & The Library,2613,69
MercyMe,14042,69
Alessandro Scarlatti,16322,69
Helena Bonham Carter & Johnny Depp,5815,69
Samantha Mumba,1593,69
к/ф Адмиралъ,8004,69
cut.rate.box,11197,69
Deutsch Nepal,6666,69
Trap Them,11994,69
Tyrone Wells,17865,69
Kim Kardashian,10780,69
Taku Sugimoto/Moe Kamura,18351,69
やなわらばー,10243,69
Barafunda Total,12529,69
Владимир Высоцкий,8629,69
Divine Weeks,9524,69
Dogs Die in Hot Cars,6746,69
In[Perfektion],11199,69
Thiago Milani,15442,69
Dead Celebrity Status,8791,69
Graveyard,10445,69
Venus Hum,16052,69
Vale,11565,69
Eric Benét,16516,68
freshcut,8792,68
Tommy Sparks,6919,68
Devil In Me,12530,68
Klein & Mbo,1077,68
Марки,17243,68
A Lily,17387,68
International Observer,11542,68
Ryonkt,145,68
Milk & Sugar,5198,68
Luna Amara,9531,68
No Core,8196,68
Front Sonore,6669,68
Alirio Diaz,11683,68
Juliana Pasha,6002,68
Patton Oswalt,6834,68
Ünloco,15074,68
Pit Baumgartner/Adax Dorsam,12871,68
Constantina,15755,68
Alicia Wiley,10200,68
Os Arrebatados,11472,68
TEX RODGERS,14498,68
夢中夢,9787,68
E.S.G.,10120,68
Les Modules Etranges,13349,68
Leger des Heils,6668,68
Goapele,16868,68
Krynitza,12286,68
The Evpatoria Report,9342,68
Visite [www.musikawarez.com],9857,68
Bill Elm and Woody Jackson,2141,68
Chris Salvatore,12625,68
Abysmal Dawn,10100,68
Babado Novo,3388,68
Suns of Arqa,11535,68
Perry Como,15269,68
Розовые очки от ferre,8631,68
Krystyna Giżowska,9035,68
John Mayall,13272,68
11.43,8632,67
Yoga,5884,67
Michael Hutchence,5486,67
Nunwhore Commando 666,12076,67
The Vengers,12624,67
Alan Wilder,1078,67
Hird,146,67
Юлия Савичева,11722,67
Yerzmyey,10015,67
Standstill,14547,67
The Record's,8485,67
Staruha Mha,6982,67
Saint Privat,8208,67
Svarte Greiner,147,67
Kottonmouth Kings,16995,67
THE KOBANES,13235,67
Pastora Soler,12926,67
Gitane DeMone,16593,67
In Irons,4172,67
Desert Dwellers,11536,67
The Trees & The Wild,13562,67
Ann Lee,7131,67
Noctura,10825,67
Rinôçérôse,8144,67
Alan Tew,18352,67
Ø,5885,67
串田アキラ,9525,67
Bebo Norman,5762,67
Ghosts of Breslau,6670,67
Trio Virgulino - forrotemquesercoladinho.blogspot.com,6482,67
betty and the bops,14500,67
ashe watson,10605,67
Israel Cannan,16655,67
Transit,13234,67
Further Seems Forever,13528,67
Headscan,1265,67
Delbert McClinton,16654,67
Francine Jarry & Abraham-Hicks,16594,67
Portecho,14944,67
Sonar,17704,67
Kim Lenz And Her Jaguars,14499,67
access,1877,67
Motion Drive,5518,66
Wirtz,12348,66
Bumblefoot,8382,66
Sleeping People,12367,66
Shirley Bassey,10129,66
El-Creepo!,8913,66
Anni Rossi,10121,66
Magda Femme & Iwona Węgrowska,9036,66
Northern Kind,8585,66
Get Far,11145,66
Tyra Banks,4925,66
Omega Massif,11615,66
Hannah Montana ft. Jonas Brothers,2985,66
Trauma,10101,66
Luigi Boccherini,16323,66
Green Day & the Cast of American Idiot,13841,66
Unanimated,1266,66
Ray Collins Hot Club,14502,66
Kordan,15657,66
Eternal Summers,10386,66
Dente,15656,66
Dane Cook,11213,66
Aida Shamlou,8959,66
Surdr,8534,66
Old Man's Child,13678,66
Angela Bofill,16517,66
The Narcicyst,12139,66
Vincent Atmicus,12366,66
Randy Travis,11775,66
Maanam,12670,66
Hairspray (Soundtrack to the Motion Picture),2547,66
Sel,2603,66
Marina,5728,66
Moscow Death Brigade,8634,66
Delta Spirit,16894,66
Hank Penny,16290,66
Menstruação Anarquika,4804,66
Bezmârâ,12440,66
Dr Rubberfunk,16743,66
Electric Shit Orchestra,14463,66
The Mayfield Four,6254,66
The Infinity Project,11537,66
The Sound Of Lucrecia,149,66
Kari Rueslåtten,4152,66
Great Expectations,10511,66
Shillelagh Sisters,16291,66
David Hasselhoff,11776,66
First Aid Kit,16366,65
Baccara,9037,65
Bangkok Impact,11538,65
Weather Report,4379,65
Ángeles del Infierno,5816,65
The Brand New Heavies,5894,65
Adler's Appetite,13582,65
Small Black,10122,65
The Blue Van,6921,65
Peter Horrevorts,12374,65
Rede Ativa,12031,65
Inezita Barroso,15745,65
Eve feat. Sean Paul,15746,65
The Reasoning,10458,65
Psy'Aviah,12507,65
Dam-Funk,11789,65
Love Like Blood,1268,65
Jūdas graši,4426,65
Porzellan,150,65
Astha Tamang Maskey,17995,65
Dub Trees,11539,65
Suicide Sports Club,15059,65
Realms,5886,65
Miranda,6521,65
Nâdiya,16313,65
Omega,12671,65
!deladap,8209,65
DS-13,17322,65
Headhunterz,11566,65
Cheiro de Amor . Acústico,7089,65
Stuart A. Staples,14652,65
Treat,3479,64
Amphibious Assault,17888,64
Hugh Coltman,10911,64
Conya Doss,13447,64
Tha Realest,17552,64
Polarius,11541,64
Анна Седокова,1578,64
Lesnikov-16,11334,64
Tristan,5519,64
Favorite & Hollywood Hank,17553,64
Sol Invictus,6671,64
Xtuna,18015,64
Estudio Base,7090,64
Squadra Blanco,11540,64
SoLaNo,5520,64
Straight No Chaser,18211,64
Le TURF,17323,64
Mad Ciccone,7703,64
Red Hot 'N' Blue,16292,64
Умка,18386,64
Tribo De Jah,6484,64
Manicure,5924,64
Anni-Frid Lyngstad,1480,64
Thomas/БИ-2/Сплин,14045,64
Lisa Kudrow,14661,64
Tom Snare,11149,64
Polygon Window,7473,64
United Nations,11616,64
The Rembrandts,5770,64
Mickey Gilley,11777,64
Caramell,13878,64
Malni,10805,64
Диета!,8636,64
Jody Wisternoff,11148,64
Loretta Lynn,4535,64
Boz Boorer,14503,64
Yrrow,7474,64
Good Riddance,6560,64
Scaramanga,12368,64
Hifana,12369,64
Trust,5817,64
Believe,8197,64
Kristína,9039,64
The Broken Beats,6922,64
Fairyland,4323,64
Dirt Nasty,6530,64
Klowns,8635,64
Darkwood,6672,64
Nonpalidece,10422,64
Evan Jones,5945,64
Los Rabanes,13135,63
Bamboo Forest,5522,63
The Raincoats,10123,63
Bud Shank,12140,63
loungeclash,17012,63
HeyHiHello!,6607,63
Addiction For Destruction,10446,63
Pet Shop Boys ft Brandon Flowers Lady GaGa,9989,63
Jason Anderson,16136,63
The Benjamin Gate,12032,63
Julien Doré,11150,63
Bachelor Girl,13155,63
Malverde,15104,63
Boys Will Be Boys,6606,63
Thanos Petrelis,15270,63
O Surto,6538,63
Tamara,14548,63
Şenay,10257,63
羽毛田丈史,11844,63
The Keytones,14504,63
"Demi Lovato, Meaghan Martin, Jordan Francis, Alyson Stoner, Matthew ""Mdot"" Finley & Roshon Fegan",10781,63
Terry Riley,13317,63
Банд'Эрос,1579,63
Circle of Ouroborus,11790,63
Group Doueh,5887,63
Scandy,15625,63
Taio Cruz Feat. Kylie Minogue,10606,63
Karma County,16656,63
Hexstatic,16744,63
Boyd Rice and Friends,6673,63
Hot Club de Paris,14062,63
The Lucky Stars,16293,62
Rocky,5523,62
Hideg Roncs,6984,62
Taruna,11543,62
Bigwig,9966,62
Enrolados(Brasileiro),7451,62
João Bosco & Vinícius               - www.CdsCompletos.net,3390,62
Izzy Stradlin and the Ju Ju Hounds,13583,62
Finneyerkes,17388,62
Aerospace,5524,62
The Names,5908,62
Infernal War,7003,62
Merche,12927,62
Kelly Clarkson by www.superalbuns.blogspot.com,17206,62
Warren Smith,14505,62
Bill Ferguson,17205,62
Lejla Jusic,18682,62
Lower Than Atlantis,16710,62
"Hollywood, Mon Amour",14653,62
Hundreds,15658,62
Kenny G & Chante Moore,11325,62
Ordo Rosarius Equilibrio & Spiritual Front,6674,62
Infinity Window,5888,62
Asmorod,6985,61
Fonzie,12531,61
Sabrina Washington,17993,61
Bros,16141,61
Urbs & Cutex,16339,61
Karmacoda,5199,61
Snot,8211,61
Kammarheit,6675,61
Atlas Plug,11567,61
Dooq,17441,61
Die Echocords,14506,61
Fallulah,988,61
Big Sandy & His Fly-Rite Boys,16294,61
Icon In Me,10646,61
Korn | www.arcannos.net,9473,61
ClockworkPanda,8638,61
Паук (http:/www.XXLife.ru),8637,61
Gameboy/Gamegirl,18261,61
The Lovely Feathers,2399,61
World Without Sundays,14464,61
She Keeps Bees,15659,61
Modular,8213,61
Circadian Eyes,17390,61
Alphawezen,8212,61
Seefeel,3521,61
Mauxuam,5354,61
Datahowler,8486,61
AMMAN/JOSH,17389,61
Supermachiner,11617,60
Sleeper,12077,60
Больше Серого,8639,60
Discharger,9967,60
Pretty Ricky,11395,60
John Modena,11151,60
Sansar,12415,60
Joe Rogan,16137,60
"Armin Van Buuren, DJ Shah feat. Sharon Den Adel",11152,60
Iron Butterfly,990,60
Limbonic Art,20,60
Such Gold,13236,60
高円寺百景,12371,60
Raappana,5356,60
Elton John & Hans Zimmer & Lebo M & South African Chorus,4930,60
Eagle Scout,15445,60
真理絵,16092,60
Daniel Tosh,12142,60
Love Bites,16142,60
Noa,4929,60
Manu Dibango,7559,60
Link Wray,7410,60
Brenda Asnicar,12556,60
"Aaron Doyle, Demi Lovato & Meaghan Martin",10782,60
Levi Dexter & The Ripchords,16295,60
_Algol_,6986,60
Hibernation,5355,60
Kaija Kärkinen,3913,60
Tom McRae,13834,60
Gravel,2604,60
Sara Gazarek,8845,60
Ada Milea (cu Alexander Balanescu),13955,60
George Papavgeris,8846,60
Electrobelle,15239,60
Cage 9,5946,60
Nicola Conte,15729,60
S.E.S.,10245,60
Moreira da Silva,4806,60
The Intake of Glass,4005,60
ForGodsFake,12532,60
Cerebral Incubation,5223,59
Marry Me Jane,14465,59
Girlfriends,11618,59
Powerglove,6081,59
Johanna Kurkela,9721,59
Tinie Tempah feat. Kelly Rowland,10607,59
78violet,16923,59
Karine Alexandrino,12078,59
Vincent Van Go Go,18212,59
Insaneacyde,5357,59
Ronnie Self,14507,59
Douglas Adams,17705,59
Raven (pre-Shape Of Despair),8535,59
Pathology,5222,59
Peatbog Faeries,11568,59
Satou Rina & Inoue Marina & Chihara Minori,10246,59
Mac Curtis,16296,59
Brittany Murphy & Paul Oakenfold,16492,59
Bye Bye Bicycle,15660,59
Dennis Ferrer,5122,59
Stephen Gunzenhauser,15747,59
Vinterland,1273,59
Contagious Orgasm,6987,59
Martha Argerich,12663,58
Synchro,18373,58
Tarmvred,15626,58
Александр Васильев,14046,58
Saia Rodada,15196,58
xotox,22,58
Girl Thing,16143,58
Chichi Peralta,13136,58
Du,15661,58
PGR,13350,58
Maryla Rodowicz,9040,58
Shaka Ponk,8771,58
Micatone,8217,58
Berry Weight,8218,58
François Couperin,16325,58
The Folk Implosion,4449,58
Loop Guru,17013,58
Informant,11569,58
Viewtiful Joe,6255,58
Vanda.,10387,58
Los Concorde,2597,58
(1962-1966),11327,58
Dyke & The Blazers,12872,58
Nizamettin Aric,18683,58
X-Marks the Pedwalk,1279,57
Sigur Rós & Steindór Andersen,8838,57
CapaRezza,3268,57
Pastora,13137,57
"Anna Reynolds, Philip Langridge; Neville Marriner: Academy Of St. Martin In The Fields",7132,57
Mozart Season,11462,57
Dream Theater & Bruce Dickinson,17270,57
Fishbone,12064,57
O Melhor Internacional de Novelas,5773,57
É o Tchan,4352,57
Conducting From the Grave,4006,57
Nasser Cheshmazar,8961,57
Waldläufer,12873,57
メロン記念日,17714,57
Synthetic Breed,10647,57
Ruth Flowers Mamy Rock,11570,57
Hayedeh,18684,57
Dietrich Buxtehude,16326,57
Wolf Eyes & Black Dice,4293,57
Facto delafé y las flores azules,15662,57
The Daysleepers,11052,57
The Moldy Peaches,12079,57
Danny Saucedo feat. Therese,8005,57
Endura,6989,57
Handsomeboy Technique,12373,57
Shawnna,17286,57
Nick Mason,8753,57
Purulent Wormjizz,5224,57
Marius,9750,57
Blok B,8640,57
Djamel,11153,57
Allstars,1598,57
Gary Burton,16132,57
Extremoduro,1815,57
Fluctuations,17391,57
Benjamin Ann,15969,57
Fallen,8536,57
Tomandandy,3209,57
Tony Trischka,12372,57
Kronos,3825,57
